4.230689093059893	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.455722370121716	3.724547828299407	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.9646890943337794	3.2809406592627073	2.9308020841607023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.485867289469843	2.913900069584777	2.537158546640032	2.076026293048158	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.189986991694239	3.785643677803205	2.8729211746010597	2.2201933012789676	2.201592209396818	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2177094229307555	3.215717358302105	2.337221241006066	2.1809715625761386	2.3440912164683483	2.3653647991850986	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.088906040250614	3.6936975948236763	2.680667010319871	1.9489899325632323	2.0755793091715304	2.383368360794954	2.299216583574313	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.254773000404501	3.514845848036711	2.7027543068695814	2.194232914806495	2.2977132377082685	2.561744140172179	2.548725738793496	2.6046440251029077	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.065275622476028	3.708119939381439	2.543150132392521	2.264182383431757	2.322964452827929	2.9747078964830895	2.3978936041992838	2.8567927334885534	2.5256062285965473	NaN	NaN	NaN	NaN	NaN	NaN
4.309031001703249	3.4147180848125362	2.736763356275277	2.0549115323304017	2.1055310539508976	2.5495189814607784	2.5559260530629087	2.7486123184953337	2.270627508146858	2.46774823602937	NaN	NaN	NaN	NaN	NaN
4.135045615890539	3.454024292464937	2.850209321872727	2.2475692374556857	1.9420624384045244	2.1913810461004797	2.7164189038561832	3.0067014034797337	2.6322848505288277	2.8785622867369507	3.1175901114898124	NaN	NaN	NaN	NaN
4.446633932094948	3.7278572441078053	2.6390238581409515	2.130324360897249	2.134742464414075	1.9740639993851468	2.228076869337844	2.0526212552407324	2.2798636279059488	2.4875547015001156	2.588802249228655	2.36808854262088	NaN	NaN	NaN
4.308014108910138	3.4502014812474306	3.009118870859986	2.0719698134615983	2.3680572417634216	2.331438963961711	2.2807373328923313	2.588902780376412	2.3637384365289598	2.673152700349675	2.5629904355145863	2.272613731005647	2.5938652358324434	NaN	NaN
4.2951272721918246	3.5325499744490916	2.914123109615592	2.387097599815034	2.027321887653719	1.9942561156158665	2.717552443047237	2.4296699496021956	2.4425851110536443	2.683182025745523	2.595335396234102	2.228737228496974	2.2539736398698738	2.3754302635190494	NaN
4.23227830569048	3.4525690280173458	2.7636653857699645	1.8597165032884522	2.0722700621310186	2.0096147241941114	2.4856274385092676	2.4423690177692094	2.751990335205783	2.65005660282274	2.338794885010504	2.190645919316938	2.329205765138427	2.601366516608897	2.649637086573049
